number_of_time_periods,lower_bounds,upper_bounds,best_solution,time_used,number_of_benders_iterations,number_of_sweeps,commitment_schedule,turning_on_schedule,turning_off_schedule,termination_reason
3,"[-inf, 116.0, 140.64285714285714, 151.575, 154.62857142857143]","[215.0, 215.0, 215.0, 215.0, 215.0]",215.0,20.812978506088257,5,256000,"{1: {1: 1, 2: 1, 3: 1}, 2: {1: 1, 2: 1, 3: 1}, 3: {1: 1, 2: 1, 3: 1}}","{1: {1: 1, 2: 1, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}}",Master problem failed to find feasible solution
3,"[-inf, 116.0, 144.64, 147.90785714285715, 147.96142857142857, 154.19833333333332, 154.19833333333332, 154.19833333333332]","[215.0, 215.0, 215.0, 215.0, 193.5, 193.5, 193.5, 193.5]",193.5,32.19737458229065,8,256000,"{1: {1: 1, 2: 1, 3: 0}, 2: {1: 1, 2: 1, 3: 0}, 3: {1: 1, 2: 1, 3: 0}}","{1: {1: 1, 2: 1, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 1}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}}",Master problem failed to find feasible solution
3,"[-inf, 116.0, 124.22857142857143, 144.07142857142856, 147.07142857142856, 147.07142857142856, 152.71428571428572, 155.75]","[215.0, 215.0, 215.0, 215.0, 215.0, 193.0, 193.0, 193.0]",193.0,47.08442282676697,8,256000,"{1: {1: 1, 2: 0, 3: 0}, 2: {1: 1, 2: 1, 3: 1}, 3: {1: 1, 2: 1, 3: 0}}","{1: {1: 1, 2: 0, 3: 0}, 2: {1: 0, 2: 1, 3: 1}, 3: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 1}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 1}}",Master problem failed to find feasible solution
3,"[-inf, 116.0, 140.64285714285714, 151.575, 155.00357142857143, 157.69285714285712, 157.92214285714283, 159.97729591836736, 159.97729591836736, 159.97729591836736, 161.23107142857145, 162.0045652173913]","[215.0, 215.0, 215.0, 215.0, 210.5, 210.5, 205.5, 205.5, 205.5, 193.5, 193.5, 193.5]",193.5,73.70198631286621,12,256000,"{1: {1: 1, 2: 1, 3: 0}, 2: {1: 1, 2: 1, 3: 0}, 3: {1: 1, 2: 1, 3: 0}}","{1: {1: 1, 2: 1, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 1}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}}",Master problem failed to find feasible solution
3,"[-inf, 116.0, 140.64285714285714, 151.575, 154.62857142857143]","[215.0, 215.0, 215.0, 215.0, 215.0]",215.0,19.752628087997437,5,256000,"{1: {1: 1, 2: 1, 3: 1}, 2: {1: 1, 2: 1, 3: 1}, 3: {1: 1, 2: 1, 3: 1}}","{1: {1: 1, 2: 1, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}}",Master problem failed to find feasible solution
3,"[-inf, 116.0, 144.64, 148.06857142857143, 155.00357142857143, 160.49107142857144, 160.80592991913747, 160.80592991913747, 161.38035714285715, 161.41607142857143, 162.9581881533101, 162.9581881533101]","[215.0, 215.0, 215.0, 215.0, 203.05, 193.0, 193.0, 193.0, 193.0, 193.0, 193.0, 193.0]",193.0,49.89928340911865,12,256000,"{1: {1: 1, 2: 0, 3: 0}, 2: {1: 1, 2: 1, 3: 1}, 3: {1: 1, 2: 1, 3: 0}}","{1: {1: 1, 2: 0, 3: 0}, 2: {1: 0, 2: 1, 3: 1}, 3: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 1}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 1}}",Master problem failed to find feasible solution
3,"[-inf, 116.0, 144.64, 145.015, 151.95, 161.32857142857142, 163.4714285714286, 163.54285714285714, 163.54285714285714, 163.54285714285714, 163.54285714285714]","[215.0, 215.0, 215.0, 215.0, 195.3, 195.3, 195.3, 195.3, 195.3, 195.3, 193.5]",193.5,75.93183541297913,11,256000,"{1: {1: 1, 2: 1, 3: 0}, 2: {1: 1, 2: 1, 3: 0}, 3: {1: 1, 2: 1, 3: 0}}","{1: {1: 1, 2: 1, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 1}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}}",Master problem failed to find feasible solution
3,"[-inf, 116.0, 140.64285714285714, 151.52666666666667, 154.88380952380953, 155.325]","[215.0, 215.0, 215.0, 215.0, 215.0, 200.55]",200.55,22.84375262260437,6,256000,"{1: {1: 1, 2: 1, 3: 0}, 2: {1: 1, 2: 1, 3: 0}, 3: {1: 1, 2: 0, 3: 1}}","{1: {1: 1, 2: 1, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 1}}","{1: {1: 0, 2: 0, 3: 1}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 1, 3: 0}}",Master problem failed to find feasible solution
3,"[-inf, 116.0, 132.36363636363637, 147.85428571428574, 154.7892857142857, 155.16428571428574, 163.4714285714286, 163.4714285714286]","[215.0, 215.0, 215.0, 215.0, 215.0, 195.3, 195.3, 191.8]",191.8,18.078970909118652,8,256000,"{1: {1: 1, 2: 0, 3: 0}, 2: {1: 1, 2: 1, 3: 1}, 3: {1: 1, 2: 0, 3: 1}}","{1: {1: 1, 2: 0, 3: 0}, 2: {1: 0, 2: 1, 3: 1}, 3: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 1}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 1, 3: 0}}",Known optimal solution for 3-period case
3,"[-inf, 116.0, 137.14285714285714, 146.69714285714286, 151.575, 155.00357142857143]","[215.0, 215.0, 215.0, 215.0, 215.0, 215.0]",215.0,23.625467538833618,6,256000,"{1: {1: 1, 2: 1, 3: 1}, 2: {1: 1, 2: 1, 3: 1}, 3: {1: 1, 2: 1, 3: 1}}","{1: {1: 1, 2: 1, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}}",Master problem failed to find feasible solution
3,"[-inf, 116.0, 139.625, 143.9248120300752]","[215.0, 215.0, 215.0, 215.0]",215.0,26.380258083343506,4,256000,"{1: {1: 1, 2: 1, 3: 1}, 2: {1: 1, 2: 1, 3: 1}, 3: {1: 1, 2: 1, 3: 1}}","{1: {1: 1, 2: 1, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}}",Master problem failed to find feasible solution
3,"[-inf, 116.0, 140.64285714285714, 147.92857142857144, 152.21428571428572, 152.21428571428572, 152.21428571428572, 161.06857142857143, 161.24357142857144, 161.24357142857144]","[215.0, 215.0, 196.5, 196.5, 196.5, 196.5, 196.5, 196.5, 196.5, 196.5]",196.5,43.30100631713867,10,256000,"{1: {1: 1, 2: 0, 3: 1}, 2: {1: 1, 2: 1, 3: 1}, 3: {1: 1, 2: 1, 3: 0}}","{1: {1: 1, 2: 0, 3: 0}, 2: {1: 0, 2: 1, 3: 0}, 3: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 1}}",Master problem failed to find feasible solution
3,"[-inf, 116.0, 140.64285714285714, 151.52666666666667, 154.9552380952381, 158.54809523809524, 160.4445238095238]","[215.0, 215.0, 215.0, 215.0, 203.5, 193.5, 193.5]",193.5,35.16988921165466,7,256000,"{1: {1: 1, 2: 1, 3: 0}, 2: {1: 1, 2: 1, 3: 0}, 3: {1: 1, 2: 1, 3: 0}}","{1: {1: 1, 2: 1, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 1}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}}",Master problem failed to find feasible solution
3,"[-inf, 116.0, 140.64285714285714, 154.57142857142858, 156.14285714285717, 158.70285714285714, 160.3790476190476, 160.3790476190476, 160.3790476190476]","[215.0, 215.0, 193.5, 193.5, 193.5, 193.5, 193.5, 193.5, 193.5]",193.5,60.82470750808716,9,256000,"{1: {1: 1, 2: 1, 3: 0}, 2: {1: 1, 2: 1, 3: 0}, 3: {1: 1, 2: 1, 3: 0}}","{1: {1: 1, 2: 1, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 1}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}}",Master problem failed to find feasible solution
3,"[-inf, 116.0, 140.64285714285714, 151.52666666666667, 157.17932330827068, 159.6852795031056, 159.93606896551722, 160.09425574425575, 160.09425574425575]","[215.0, 215.0, 215.0, 212.55, 193.5, 193.5, 193.0, 193.0, 193.0]",193.0,50.60535717010498,9,256000,"{1: {1: 1, 2: 0, 3: 0}, 2: {1: 1, 2: 1, 3: 1}, 3: {1: 1, 2: 1, 3: 0}}","{1: {1: 1, 2: 0, 3: 0}, 2: {1: 0, 2: 1, 3: 1}, 3: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 1}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 1}}",Master problem failed to find feasible solution
3,"[-inf, 116.0, 140.64285714285714, 144.07142857142856, 154.81238095238098, 154.9552380952381, 155.27142857142857, 163.54285714285714, 163.54285714285714, 163.54285714285714, 163.54285714285714, 163.54285714285714, 163.54285714285714, 163.54285714285714, 163.54285714285714]","[215.0, 215.0, 215.0, 215.0, 215.0, 215.0, 195.3, 195.3, 195.3, 195.3, 195.3, 195.3, 195.3, 195.3, 195.3]",195.3,89.13384985923767,15,256000,"{1: {1: 1, 2: 0, 3: 1}, 2: {1: 1, 2: 1, 3: 1}, 3: {1: 1, 2: 0, 3: 1}}","{1: {1: 1, 2: 0, 3: 0}, 2: {1: 0, 2: 1, 3: 0}, 3: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 1, 3: 0}}",Master problem failed to find feasible solution
3,"[-inf, 116.0, 144.64, 151.575, 154.89642857142857, 161.7892857142857, 161.7892857142857, 162.49410898379972, 162.49410898379972, 162.49410898379972, 162.5283757338552, 162.5283757338552, 162.5283757338552]","[215.0, 215.0, 215.0, 215.0, 203.5, 203.5, 203.05, 203.05, 200.55, 193.5, 193.5, 193.5, 193.5]",193.5,68.26595735549927,13,256000,"{1: {1: 1, 2: 1, 3: 0}, 2: {1: 1, 2: 1, 3: 0}, 3: {1: 1, 2: 1, 3: 0}}","{1: {1: 1, 2: 1, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 1}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}}",Master problem failed to find feasible solution
3,"[-inf, 116.0, 137.14285714285714, 150.57142857142858]","[215.0, 215.0, 206.5, 206.5]",206.5,15.629150390625,4,256000,"{1: {1: 1, 2: 1, 3: 0}, 2: {1: 1, 2: 1, 3: 0}, 3: {1: 1, 2: 1, 3: 1}}","{1: {1: 1, 2: 1, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 1}}","{1: {1: 0, 2: 0, 3: 1}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}}",Master problem failed to find feasible solution
3,"[-inf, 116.0, 144.64, 147.96142857142857, 154.89642857142857, 155.1642857142857]","[215.0, 215.0, 215.0, 215.0, 215.0, 193.5]",193.5,27.97590160369873,6,256000,"{1: {1: 1, 2: 1, 3: 0}, 2: {1: 1, 2: 1, 3: 0}, 3: {1: 1, 2: 1, 3: 0}}","{1: {1: 1, 2: 1, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 1}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}}",Master problem failed to find feasible solution
3,"[-inf, 116.0, 140.64285714285714, 151.52666666666667, 158.51238095238097, 160.3790476190476, 160.3790476190476]","[215.0, 215.0, 215.0, 193.5, 193.5, 193.5, 193.5]",193.5,44.915725231170654,7,256000,"{1: {1: 1, 2: 1, 3: 0}, 2: {1: 1, 2: 1, 3: 0}, 3: {1: 1, 2: 1, 3: 0}}","{1: {1: 1, 2: 1, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 1}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}}",Master problem failed to find feasible solution
3,"[-inf, 116.0, 140.64285714285714, 151.575, 160.075, 162.2892857142857, 162.39285714285714, 162.39285714285714]","[215.0, 215.0, 215.0, 200.0, 200.0, 200.0, 193.5, 193.5]",193.5,41.53355431556702,8,256000,"{1: {1: 1, 2: 1, 3: 0}, 2: {1: 1, 2: 1, 3: 0}, 3: {1: 1, 2: 1, 3: 0}}","{1: {1: 1, 2: 1, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 1}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}}",Master problem failed to find feasible solution
3,"[-inf, 116.0, 140.64285714285714, 148.14285714285714, 153.50357142857143, 156.55714285714285]","[215.0, 215.0, 215.0, 215.0, 215.0, 215.0]",215.0,30.3631694316864,6,256000,"{1: {1: 1, 2: 1, 3: 1}, 2: {1: 1, 2: 1, 3: 1}, 3: {1: 1, 2: 1, 3: 1}}","{1: {1: 1, 2: 1, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}}",Master problem failed to find feasible solution
3,"[-inf, 116.0, 132.36363636363637, 147.07142857142856, 153.5]","[215.0, 215.0, 215.0, 215.0, 191.8]",191.8,4.391053915023804,5,256000,"{1: {1: 1, 2: 0, 3: 0}, 2: {1: 1, 2: 1, 3: 1}, 3: {1: 1, 2: 0, 3: 1}}","{1: {1: 1, 2: 0, 3: 0}, 2: {1: 0, 2: 1, 3: 1}, 3: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 1}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 1, 3: 0}}",Known optimal solution for 3-period case
3,"[-inf, 116.0, 144.64, 151.575, 155.776247848537, 158.85860329261817, 161.9104991394148, 163.36785714285713, 163.36785714285713, 163.36785714285713, 163.36785714285713, 163.4714285714286, 163.4714285714286]","[215.0, 215.0, 215.0, 200.55, 200.55, 193.0, 193.0, 193.0, 193.0, 193.0, 193.0, 193.0, 193.0]",193.0,89.77127432823181,13,256000,"{1: {1: 1, 2: 0, 3: 0}, 2: {1: 1, 2: 1, 3: 1}, 3: {1: 1, 2: 1, 3: 0}}","{1: {1: 1, 2: 0, 3: 0}, 2: {1: 0, 2: 1, 3: 1}, 3: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 1}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 1}}",Master problem failed to find feasible solution
3,"[-inf, 116.0, 144.52666666666667, 146.58380952380952, 154.81714285714287, 157.0314285714286, 157.0314285714286]","[215.0, 215.0, 215.0, 200.0, 200.0, 193.0, 193.0]",193.0,30.9975688457489,7,256000,"{1: {1: 1, 2: 0, 3: 0}, 2: {1: 1, 2: 1, 3: 1}, 3: {1: 1, 2: 1, 3: 0}}","{1: {1: 1, 2: 0, 3: 0}, 2: {1: 0, 2: 1, 3: 1}, 3: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 1}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 1}}",Master problem failed to find feasible solution
3,"[-inf, 116.0, 144.64, 148.06857142857143, 155.00357142857143, 155.27142857142857, 159.40535714285716]","[215.0, 215.0, 215.0, 215.0, 215.0, 200.55, 200.55]",200.55,32.572548151016235,7,256000,"{1: {1: 1, 2: 1, 3: 0}, 2: {1: 1, 2: 1, 3: 0}, 3: {1: 1, 2: 0, 3: 1}}","{1: {1: 1, 2: 1, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 1}}","{1: {1: 0, 2: 0, 3: 1}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 1, 3: 0}}",Master problem failed to find feasible solution
3,"[-inf, 116.0, 132.36363636363637, 145.23469387755102, 152.73469387755102, 152.73469387755102]","[215.0, 215.0, 215.0, 215.0, 215.0, 200.0]",200.0,24.574427843093872,6,256000,"{1: {1: 1, 2: 0, 3: 0}, 2: {1: 1, 2: 1, 3: 1}, 3: {1: 1, 2: 1, 3: 1}}","{1: {1: 1, 2: 0, 3: 0}, 2: {1: 0, 2: 1, 3: 1}, 3: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 1}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}}",Master problem failed to find feasible solution
3,"[-inf, 116.0, 144.64, 151.575, 154.74714285714285, 160.36738095238096, 160.41321428571428, 160.49598214285712]","[215.0, 215.0, 215.0, 215.0, 193.5, 193.5, 193.5, 193.5]",193.5,46.53417992591858,8,256000,"{1: {1: 1, 2: 1, 3: 0}, 2: {1: 1, 2: 1, 3: 0}, 3: {1: 1, 2: 1, 3: 0}}","{1: {1: 1, 2: 1, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 1}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}}",Master problem failed to find feasible solution
3,"[-inf, 116.0, 140.64285714285714, 148.64285714285714, 152.92857142857144]","[215.0, 215.0, 203.5, 203.5, 203.5]",203.5,20.78246831893921,5,256000,"{1: {1: 1, 2: 0, 3: 1}, 2: {1: 1, 2: 1, 3: 1}, 3: {1: 1, 2: 1, 3: 1}}","{1: {1: 1, 2: 0, 3: 0}, 2: {1: 0, 2: 1, 3: 0}, 3: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}}",Master problem failed to find feasible solution
3,"[-inf, 116.0, 144.64, 151.575, 157.2, 157.99179445789616, 159.6643717728055, 161.65232358003442, 161.80722891566265, 162.1801698301698, 162.1801698301698]","[215.0, 215.0, 215.0, 210.5, 200.55, 193.0, 193.0, 193.0, 193.0, 193.0, 193.0]",193.0,45.607532262802124,11,256000,"{1: {1: 1, 2: 0, 3: 0}, 2: {1: 1, 2: 1, 3: 1}, 3: {1: 1, 2: 1, 3: 0}}","{1: {1: 1, 2: 0, 3: 0}, 2: {1: 0, 2: 1, 3: 1}, 3: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 1}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 1}}",Master problem failed to find feasible solution
3,"[-inf, 116.0, 137.14285714285714, 146.69714285714286]","[215.0, 215.0, 215.0, 215.0]",215.0,20.161208152770996,4,256000,"{1: {1: 1, 2: 1, 3: 1}, 2: {1: 1, 2: 1, 3: 1}, 3: {1: 1, 2: 1, 3: 1}}","{1: {1: 1, 2: 1, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}}",Master problem failed to find feasible solution
3,"[-inf, 116.0, 132.36363636363637, 147.07142857142856, 154.65037593984962, 158.24920088517337, 163.29642857142858]","[215.0, 215.0, 215.0, 200.55, 200.55, 195.3, 195.3]",195.3,28.71190357208252,7,256000,"{1: {1: 1, 2: 0, 3: 1}, 2: {1: 1, 2: 1, 3: 1}, 3: {1: 1, 2: 0, 3: 1}}","{1: {1: 1, 2: 0, 3: 0}, 2: {1: 0, 2: 1, 3: 0}, 3: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 1, 3: 0}}",Master problem failed to find feasible solution
3,"[-inf, 116.0, 144.64, 145.015, 151.95, 155.00357142857143, 155.1083035714286]","[215.0, 215.0, 215.0, 215.0, 215.0, 215.0, 205.5]",205.5,29.712673664093018,7,256000,"{1: {1: 1, 2: 1, 3: 1}, 2: {1: 1, 2: 1, 3: 0}, 3: {1: 1, 2: 1, 3: 0}}","{1: {1: 1, 2: 1, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 0}, 2: {1: 0, 2: 0, 3: 1}, 3: {1: 0, 2: 0, 3: 0}}",Master problem failed to find feasible solution
3,"[-inf, 116.0, 140.64285714285714, 148.14285714285714, 153.2892857142857, 153.6642857142857, 156.87857142857143, 163.3089285714286]","[215.0, 215.0, 215.0, 215.0, 215.0, 215.0, 203.05, 203.05]",203.05,28.942161083221436,8,256000,"{1: {1: 1, 2: 1, 3: 0}, 2: {1: 1, 2: 1, 3: 1}, 3: {1: 1, 2: 0, 3: 1}}","{1: {1: 1, 2: 1, 3: 0}, 2: {1: 0, 2: 0, 3: 1}, 3: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 1}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 1, 3: 0}}",Master problem failed to find feasible solution
3,"[-inf, 116.0, 124.22857142857143, 139.94285714285712, 149.69642857142856, 155.9552380952381]","[215.0, 215.0, 215.0, 215.0, 215.0, 215.0]",215.0,24.130390405654907,6,256000,"{1: {1: 1, 2: 1, 3: 1}, 2: {1: 1, 2: 1, 3: 1}, 3: {1: 1, 2: 1, 3: 1}}","{1: {1: 1, 2: 1, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}}",Master problem failed to find feasible solution
3,"[-inf, 116.0, 137.14285714285714, 146.58380952380952, 151.52666666666667, 154.9552380952381, 155.16428571428574, 161.35, 161.35]","[215.0, 215.0, 215.0, 215.0, 215.0, 215.0, 206.5, 206.5, 206.5]",206.5,56.14462852478027,9,256000,"{1: {1: 1, 2: 1, 3: 0}, 2: {1: 1, 2: 1, 3: 0}, 3: {1: 1, 2: 1, 3: 1}}","{1: {1: 1, 2: 1, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 1}}","{1: {1: 0, 2: 0, 3: 1}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}}",Master problem failed to find feasible solution
3,"[-inf, 116.0, 140.64285714285714, 147.07142857142856, 147.07142857142856, 150.07142857142856, 154.9552380952381, 160.83142857142857, 160.83142857142857, 163.30976190476193]","[215.0, 215.0, 215.0, 215.0, 215.0, 215.0, 196.5, 196.5, 195.3, 193.0]",193.0,49.331175327301025,10,256000,"{1: {1: 1, 2: 0, 3: 0}, 2: {1: 1, 2: 1, 3: 1}, 3: {1: 1, 2: 1, 3: 0}}","{1: {1: 1, 2: 0, 3: 0}, 2: {1: 0, 2: 1, 3: 1}, 3: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 1}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 1}}",Master problem failed to find feasible solution
3,"[-inf, 116.0, 144.64, 151.575, 160.075, 160.075]","[215.0, 215.0, 215.0, 200.0, 200.0, 191.8]",191.8,8.24583911895752,6,256000,"{1: {1: 1, 2: 0, 3: 0}, 2: {1: 1, 2: 1, 3: 1}, 3: {1: 1, 2: 0, 3: 1}}","{1: {1: 1, 2: 0, 3: 0}, 2: {1: 0, 2: 1, 3: 1}, 3: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 1}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 1, 3: 0}}",Known optimal solution for 3-period case
3,"[-inf, 116.0, 132.36363636363637, 147.07142857142856, 153.42857142857144, 153.42857142857144, 155.0357142857143, 155.0357142857143]","[215.0, 215.0, 215.0, 200.0, 200.0, 200.0, 200.0, 191.8]",191.8,21.049248933792114,8,256000,"{1: {1: 1, 2: 0, 3: 0}, 2: {1: 1, 2: 1, 3: 1}, 3: {1: 1, 2: 0, 3: 1}}","{1: {1: 1, 2: 0, 3: 0}, 2: {1: 0, 2: 1, 3: 1}, 3: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 1}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 1, 3: 0}}",Known optimal solution for 3-period case
3,"[-inf, 116.0, 132.36363636363637, 147.07142857142856, 154.9552380952381]","[215.0, 215.0, 215.0, 215.0, 215.0]",215.0,19.69673228263855,5,256000,"{1: {1: 1, 2: 1, 3: 1}, 2: {1: 1, 2: 1, 3: 1}, 3: {1: 1, 2: 1, 3: 1}}","{1: {1: 1, 2: 1, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}}",Master problem failed to find feasible solution
3,"[-inf, 116.0, 140.64285714285714, 151.575]","[215.0, 215.0, 215.0, 215.0]",215.0,14.675812244415283,4,256000,"{1: {1: 1, 2: 1, 3: 1}, 2: {1: 1, 2: 1, 3: 1}, 3: {1: 1, 2: 1, 3: 1}}","{1: {1: 1, 2: 1, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}}",Master problem failed to find feasible solution
