number_of_time_periods,lower_bounds,upper_bounds,best_solution,time_used,number_of_benders_iterations,number_of_sweeps,commitment_schedule,turning_on_schedule,turning_off_schedule,termination_reason
3,"[-inf, 116.0, 140.64285714285714, 144.07142857142856, 155.00357142857143, 155.00357142857143, 162.11071428571427, 162.11071428571427, 162.11071428571427]","[215.0, 215.0, 215.0, 215.0, 215.0, 200.0, 200.0, 200.0, 200.0]",200.0,109.84587812423706,9,640000,"{1: {1: 1, 2: 0, 3: 0}, 2: {1: 1, 2: 1, 3: 1}, 3: {1: 1, 2: 1, 3: 1}}","{1: {1: 1, 2: 0, 3: 0}, 2: {1: 0, 2: 1, 3: 1}, 3: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 1}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}}",Master problem failed to find feasible solution
3,"[-inf, 116.0, 140.64285714285714, 141.81024930747924, 148.23882073605068, 148.23882073605068, 154.3713794796269]","[215.0, 215.0, 207.55, 207.55, 207.55, 207.55, 207.55]",207.55,75.55820369720459,7,640000,"{1: {1: 1, 2: 1, 3: 1}, 2: {1: 1, 2: 1, 3: 1}, 3: {1: 1, 2: 0, 3: 1}}","{1: {1: 1, 2: 1, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 1, 3: 0}}",Master problem failed to find feasible solution
3,"[-inf, 116.0, 132.36363636363637, 147.07142857142856, 154.9552380952381, 154.9552380952381]","[215.0, 215.0, 215.0, 215.0, 215.0, 215.0]",215.0,86.54515552520752,6,640000,"{1: {1: 1, 2: 1, 3: 1}, 2: {1: 1, 2: 1, 3: 1}, 3: {1: 1, 2: 1, 3: 1}}","{1: {1: 1, 2: 1, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}}",Master problem failed to find feasible solution
3,"[-inf, 116.0, 144.64, 147.90785714285715, 154.62857142857143, 155.00357142857143, 160.69107142857143, 161.23107142857145]","[215.0, 215.0, 215.0, 215.0, 215.0, 193.5, 193.5, 193.5]",193.5,112.04174137115479,8,640000,"{1: {1: 1, 2: 1, 3: 0}, 2: {1: 1, 2: 1, 3: 0}, 3: {1: 1, 2: 1, 3: 0}}","{1: {1: 1, 2: 1, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 1}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}}",Master problem failed to find feasible solution
3,"[-inf, 116.0, 144.64, 151.575, 154.62857142857143, 161.0392857142857]","[215.0, 215.0, 215.0, 215.0, 196.5, 191.8]",191.8,25.29506754875183,6,640000,"{1: {1: 1, 2: 0, 3: 0}, 2: {1: 1, 2: 1, 3: 1}, 3: {1: 1, 2: 0, 3: 1}}","{1: {1: 1, 2: 0, 3: 0}, 2: {1: 0, 2: 1, 3: 1}, 3: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 1}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 1, 3: 0}}",Known optimal solution for 3-period case
3,"[-inf, 116.0, 140.64285714285714, 151.575, 155.00357142857143, 155.325]","[215.0, 215.0, 215.0, 215.0, 215.0, 215.0]",215.0,51.473230600357056,6,640000,"{1: {1: 1, 2: 1, 3: 1}, 2: {1: 1, 2: 1, 3: 1}, 3: {1: 1, 2: 1, 3: 1}}","{1: {1: 1, 2: 1, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}}",Master problem failed to find feasible solution
3,"[-inf, 116.0, 144.64, 151.575, 155.776247848537, 161.15357142857144, 163.29642857142858]","[215.0, 215.0, 215.0, 200.55, 195.3, 195.3, 191.8]",191.8,28.207823276519775,7,640000,"{1: {1: 1, 2: 0, 3: 0}, 2: {1: 1, 2: 1, 3: 1}, 3: {1: 1, 2: 0, 3: 1}}","{1: {1: 1, 2: 0, 3: 0}, 2: {1: 0, 2: 1, 3: 1}, 3: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 1}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 1, 3: 0}}",Known optimal solution for 3-period case
3,"[-inf, 116.0, 140.64285714285714, 151.52666666666667, 154.9552380952381, 159.2512531328321, 160.95340003705763, 161.41465838509316]","[215.0, 215.0, 215.0, 215.0, 200.55, 200.55, 193.5, 193.5]",193.5,111.88951420783997,8,640000,"{1: {1: 1, 2: 1, 3: 0}, 2: {1: 1, 2: 1, 3: 0}, 3: {1: 1, 2: 1, 3: 0}}","{1: {1: 1, 2: 1, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 1}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}}",Master problem failed to find feasible solution
3,"[-inf, 116.0, 144.52666666666667, 151.52666666666667, 154.81238095238098, 156.1304761904762, 156.1304761904762, 156.55821428571429, 163.3089285714286, 163.3089285714286, 163.3089285714286, 163.3089285714286, 163.3089285714286, 163.3089285714286, 163.3089285714286, 163.3089285714286, 163.3089285714286, 163.3089285714286]","[215.0, 215.0, 215.0, 215.0, 205.5, 205.5, 205.5, 203.05, 196.5, 193.0, 193.0, 193.0, 193.0, 193.0, 193.0, 193.0, 193.0, 193.0]",193.0,275.1193380355835,18,640000,"{1: {1: 1, 2: 0, 3: 0}, 2: {1: 1, 2: 1, 3: 1}, 3: {1: 1, 2: 1, 3: 0}}","{1: {1: 1, 2: 0, 3: 0}, 2: {1: 0, 2: 1, 3: 1}, 3: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 1}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 1}}",Master problem failed to find feasible solution
3,"[-inf, 116.0, 144.64, 151.575]","[215.0, 215.0, 215.0, 215.0]",215.0,33.52099561691284,4,640000,"{1: {1: 1, 2: 1, 3: 1}, 2: {1: 1, 2: 1, 3: 1}, 3: {1: 1, 2: 1, 3: 1}}","{1: {1: 1, 2: 1, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}}",Master problem failed to find feasible solution
3,"[-inf, 116.0, 132.36363636363637, 147.07142857142856, 152.71428571428572, 154.14739229024943, 157.66071428571428, 161.1571309125657, 161.1571309125657]","[215.0, 215.0, 215.0, 193.0, 193.0, 193.0, 193.0, 193.0, 193.0]",193.0,111.18316340446472,9,640000,"{1: {1: 1, 2: 0, 3: 0}, 2: {1: 1, 2: 1, 3: 1}, 3: {1: 1, 2: 1, 3: 0}}","{1: {1: 1, 2: 0, 3: 0}, 2: {1: 0, 2: 1, 3: 1}, 3: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 1}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 1}}",Master problem failed to find feasible solution
3,"[-inf, 116.0, 132.36363636363637, 147.07142857142856, 153.5, 153.5, 156.8595238095238]","[215.0, 215.0, 215.0, 215.0, 215.0, 215.0, 200.55]",200.55,65.93102669715881,7,640000,"{1: {1: 1, 2: 1, 3: 0}, 2: {1: 1, 2: 1, 3: 0}, 3: {1: 1, 2: 0, 3: 1}}","{1: {1: 1, 2: 1, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 1}}","{1: {1: 0, 2: 0, 3: 1}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 1, 3: 0}}",Master problem failed to find feasible solution
3,"[-inf, 116.0, 140.64285714285714, 151.575, 154.62857142857143, 154.7892857142857, 158.24920088517337, 159.2512531328321, 159.2512531328321, 161.32469979296067, 161.4146583850932, 161.4146583850932, 161.4146583850932, 161.4146583850932, 161.4146583850932]","[215.0, 215.0, 215.0, 215.0, 215.0, 200.55, 200.55, 200.55, 193.5, 193.5, 193.5, 193.5, 193.5, 193.5, 193.5]",193.5,184.22900319099426,15,640000,"{1: {1: 1, 2: 1, 3: 0}, 2: {1: 1, 2: 1, 3: 0}, 3: {1: 1, 2: 1, 3: 0}}","{1: {1: 1, 2: 1, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 1}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}}",Master problem failed to find feasible solution
3,"[-inf, 116.0, 144.64, 151.575, 155.776247848537, 157.17932330827068, 159.6852795031056, 161.32469979296067, 161.32469979296067, 161.32469979296067, 161.96726708074536]","[215.0, 215.0, 215.0, 200.55, 200.55, 193.5, 193.5, 193.5, 193.5, 193.5, 191.8]",191.8,69.30530452728271,11,640000,"{1: {1: 1, 2: 0, 3: 0}, 2: {1: 1, 2: 1, 3: 1}, 3: {1: 1, 2: 0, 3: 1}}","{1: {1: 1, 2: 0, 3: 0}, 2: {1: 0, 2: 1, 3: 1}, 3: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 1}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 1, 3: 0}}",Known optimal solution for 3-period case
3,"[-inf, 116.0, 144.64, 151.575, 155.00357142857143, 155.00357142857143, 155.27142857142857]","[215.0, 215.0, 215.0, 215.0, 215.0, 215.0, 191.8]",191.8,31.597806453704834,7,640000,"{1: {1: 1, 2: 0, 3: 0}, 2: {1: 1, 2: 1, 3: 1}, 3: {1: 1, 2: 0, 3: 1}}","{1: {1: 1, 2: 0, 3: 0}, 2: {1: 0, 2: 1, 3: 1}, 3: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 1}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 1, 3: 0}}",Known optimal solution for 3-period case
3,"[-inf, 116.0, 140.64285714285714, 143.64285714285714, 151.52666666666667]","[215.0, 215.0, 215.0, 215.0, 215.0]",215.0,41.862679958343506,5,640000,"{1: {1: 1, 2: 1, 3: 1}, 2: {1: 1, 2: 1, 3: 1}, 3: {1: 1, 2: 1, 3: 1}}","{1: {1: 1, 2: 1, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}}",Master problem failed to find feasible solution
3,"[-inf, 116.0, 144.64, 151.575, 159.63392857142856, 161.77678571428572, 163.3089285714286, 163.3089285714286, 163.3089285714286, 163.3089285714286, 163.3089285714286, 163.3089285714286, 163.3089285714286, 163.3089285714286, 163.54285714285714]","[215.0, 215.0, 215.0, 203.05, 203.05, 203.05, 200.55, 193.5, 193.5, 193.5, 193.5, 193.5, 193.5, 193.5, 191.8]",191.8,110.84053230285645,15,640000,"{1: {1: 1, 2: 0, 3: 0}, 2: {1: 1, 2: 1, 3: 1}, 3: {1: 1, 2: 0, 3: 1}}","{1: {1: 1, 2: 0, 3: 0}, 2: {1: 0, 2: 1, 3: 1}, 3: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 1}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 1, 3: 0}}",Known optimal solution for 3-period case
3,"[-inf, 116.0, 140.64285714285714, 147.07142857142856, 153.5]","[215.0, 215.0, 215.0, 215.0, 191.8]",191.8,22.335073232650757,5,640000,"{1: {1: 1, 2: 0, 3: 0}, 2: {1: 1, 2: 1, 3: 1}, 3: {1: 1, 2: 0, 3: 1}}","{1: {1: 1, 2: 0, 3: 0}, 2: {1: 0, 2: 1, 3: 1}, 3: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 1}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 1, 3: 0}}",Known optimal solution for 3-period case
3,"[-inf, 116.0, 132.36363636363637, 147.07142857142856, 157.48809523809524, 157.67142857142858, 161.56857142857143, 161.74357142857144]","[215.0, 215.0, 215.0, 193.5, 193.0, 193.0, 193.0, 193.0]",193.0,67.6263267993927,8,640000,"{1: {1: 1, 2: 0, 3: 0}, 2: {1: 1, 2: 1, 3: 1}, 3: {1: 1, 2: 1, 3: 0}}","{1: {1: 1, 2: 0, 3: 0}, 2: {1: 0, 2: 1, 3: 1}, 3: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 1}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 1}}",Master problem failed to find feasible solution
3,"[-inf, 116.0, 140.64285714285714, 147.07142857142856, 153.5]","[215.0, 215.0, 215.0, 215.0, 203.05]",203.05,47.14033603668213,5,640000,"{1: {1: 1, 2: 1, 3: 0}, 2: {1: 1, 2: 1, 3: 1}, 3: {1: 1, 2: 0, 3: 1}}","{1: {1: 1, 2: 1, 3: 0}, 2: {1: 0, 2: 0, 3: 1}, 3: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 1}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 1, 3: 0}}",Master problem failed to find feasible solution
3,"[-inf, 116.0, 137.14285714285714, 146.69714285714286, 150.01857142857142]","[215.0, 215.0, 215.0, 215.0, 215.0]",215.0,37.6629900932312,5,640000,"{1: {1: 1, 2: 1, 3: 1}, 2: {1: 1, 2: 1, 3: 1}, 3: {1: 1, 2: 1, 3: 1}}","{1: {1: 1, 2: 1, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}}",Master problem failed to find feasible solution
3,"[-inf, 116.0, 140.64285714285714, 147.07142857142856, 153.5, 153.5, 153.5, 157.75]","[215.0, 215.0, 215.0, 215.0, 205.5, 205.5, 196.5, 196.5]",196.5,67.80893802642822,8,640000,"{1: {1: 1, 2: 0, 3: 1}, 2: {1: 1, 2: 1, 3: 1}, 3: {1: 1, 2: 1, 3: 0}}","{1: {1: 1, 2: 0, 3: 0}, 2: {1: 0, 2: 1, 3: 0}, 3: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 1}}",Master problem failed to find feasible solution
3,"[-inf, 116.0, 140.64285714285714, 145.14285714285714, 157.2, 157.69285714285712, 159.23571428571427, 159.51071428571427, 161.16500000000002, 161.16500000000002, 161.16500000000002]","[215.0, 215.0, 210.5, 210.5, 210.5, 210.5, 210.5, 205.5, 203.5, 203.5, 193.5]",193.5,129.32173705101013,11,640000,"{1: {1: 1, 2: 1, 3: 0}, 2: {1: 1, 2: 1, 3: 0}, 3: {1: 1, 2: 1, 3: 0}}","{1: {1: 1, 2: 1, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 1}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}}",Master problem failed to find feasible solution
3,"[-inf, 116.0, 140.64285714285714, 147.07142857142856, 154.7892857142857, 155.16428571428574, 163.3089285714286, 163.3089285714286, 163.3089285714286, 163.3089285714286, 163.3089285714286, 163.3089285714286, 163.3089285714286]","[215.0, 215.0, 215.0, 215.0, 215.0, 203.05, 203.05, 203.05, 196.5, 196.5, 193.5, 193.5, 193.5]",193.5,161.81082725524902,13,640000,"{1: {1: 1, 2: 1, 3: 0}, 2: {1: 1, 2: 1, 3: 0}, 3: {1: 1, 2: 1, 3: 0}}","{1: {1: 1, 2: 1, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 1}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}}",Master problem failed to find feasible solution
3,"[-inf, 116.0, 144.64, 151.575, 155.776247848537, 158.09055118110237, 158.38123924268504, 159.52841031149302, 162.1030842412153]","[215.0, 215.0, 215.0, 200.55, 200.55, 200.55, 200.55, 196.5, 191.8]",191.8,59.61268138885498,9,640000,"{1: {1: 1, 2: 0, 3: 0}, 2: {1: 1, 2: 1, 3: 1}, 3: {1: 1, 2: 0, 3: 1}}","{1: {1: 1, 2: 0, 3: 0}, 2: {1: 0, 2: 1, 3: 1}, 3: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 1}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 1, 3: 0}}",Known optimal solution for 3-period case
3,"[-inf, 116.0, 144.64, 147.90785714285715, 154.62857142857143, 155.00357142857143]","[215.0, 215.0, 215.0, 215.0, 215.0, 193.5]",193.5,61.13975214958191,6,640000,"{1: {1: 1, 2: 1, 3: 0}, 2: {1: 1, 2: 1, 3: 0}, 3: {1: 1, 2: 1, 3: 0}}","{1: {1: 1, 2: 1, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 1}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}}",Master problem failed to find feasible solution
3,"[-inf, 116.0, 140.64285714285714, 148.42857142857144, 152.71428571428572, 152.71428571428572, 161.64000000000001, 161.64000000000001, 161.64000000000001, 161.7892857142857, 161.7892857142857, 161.7892857142857, 162.60159098442162, 163.30892857142857, 163.30892857142857, 163.30892857142857]","[215.0, 215.0, 193.0, 193.0, 193.0, 193.0, 193.0, 193.0, 193.0, 193.0, 193.0, 193.0, 193.0, 193.0, 193.0, 193.0]",193.0,246.29063320159912,16,640000,"{1: {1: 1, 2: 0, 3: 0}, 2: {1: 1, 2: 1, 3: 1}, 3: {1: 1, 2: 1, 3: 0}}","{1: {1: 1, 2: 0, 3: 0}, 2: {1: 0, 2: 1, 3: 1}, 3: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 1}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 1}}",Master problem failed to find feasible solution
3,"[-inf, 116.0, 140.64285714285714, 147.07142857142856, 153.5, 156.50357142857143, 156.50357142857143, 161.77678571428572, 163.3089285714286, 164.61428571428573, 164.61428571428573, 164.61428571428573, 164.61428571428573, 164.61428571428573]","[215.0, 215.0, 215.0, 215.0, 215.0, 215.0, 203.05, 203.05, 195.3, 193.5, 193.5, 193.0, 193.0, 193.0]",193.0,243.88394331932068,14,640000,"{1: {1: 1, 2: 0, 3: 0}, 2: {1: 1, 2: 1, 3: 1}, 3: {1: 1, 2: 1, 3: 0}}","{1: {1: 1, 2: 0, 3: 0}, 2: {1: 0, 2: 1, 3: 1}, 3: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 1}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 1}}",Master problem failed to find feasible solution
3,"[-inf, 116.0, 140.64285714285714, 148.14285714285714, 149.69642857142856, 155.7984693877551, 155.8421052631579, 155.8421052631579, 155.8421052631579, 159.00515002239138, 160.14532019704433]","[215.0, 215.0, 215.0, 215.0, 200.55, 200.55, 200.55, 200.55, 200.55, 200.55, 200.55]",200.55,122.34413313865662,11,640000,"{1: {1: 1, 2: 1, 3: 0}, 2: {1: 1, 2: 1, 3: 0}, 3: {1: 1, 2: 0, 3: 1}}","{1: {1: 1, 2: 1, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 1}}","{1: {1: 0, 2: 0, 3: 1}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 1, 3: 0}}",Master problem failed to find feasible solution
3,"[-inf, 116.0, 140.64285714285714, 151.575, 151.95, 155.16428571428574, 160.70071428571427, 161.35, 161.6147816091954, 161.6147816091954, 161.6147816091954]","[215.0, 215.0, 215.0, 215.0, 215.0, 205.5, 205.5, 200.55, 193.5, 193.5, 191.8]",191.8,105.46936511993408,11,640000,"{1: {1: 1, 2: 0, 3: 0}, 2: {1: 1, 2: 1, 3: 1}, 3: {1: 1, 2: 0, 3: 1}}","{1: {1: 1, 2: 0, 3: 0}, 2: {1: 0, 2: 1, 3: 1}, 3: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 1}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 1, 3: 0}}",Known optimal solution for 3-period case
3,"[-inf, 116.0, 144.52666666666667, 151.52666666666667, 154.7409523809524, 154.9552380952381, 159.26238095238097, 160.83142857142857, 161.24357142857144, 162.02882117882118, 162.02882117882118]","[215.0, 215.0, 215.0, 215.0, 215.0, 210.5, 196.5, 196.5, 196.5, 193.5, 191.8]",191.8,85.24326682090759,11,640000,"{1: {1: 1, 2: 0, 3: 0}, 2: {1: 1, 2: 1, 3: 1}, 3: {1: 1, 2: 0, 3: 1}}","{1: {1: 1, 2: 0, 3: 0}, 2: {1: 0, 2: 1, 3: 1}, 3: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 1}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 1, 3: 0}}",Known optimal solution for 3-period case
3,"[-inf, 116.0, 140.64285714285714, 147.07142857142856, 147.07142857142856]","[215.0, 215.0, 215.0, 215.0, 215.0]",215.0,41.03281760215759,5,640000,"{1: {1: 1, 2: 1, 3: 1}, 2: {1: 1, 2: 1, 3: 1}, 3: {1: 1, 2: 1, 3: 1}}","{1: {1: 1, 2: 1, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}}",Master problem failed to find feasible solution
3,"[-inf, 116.0, 132.36363636363637, 147.07142857142856, 147.07142857142856, 154.9552380952381, 155.27142857142857, 161.74357142857144, 161.74357142857144, 161.77860714285714, 163.54285714285714, 163.54285714285714, 163.54285714285714, 163.54285714285714]","[215.0, 215.0, 215.0, 215.0, 215.0, 215.0, 193.0, 193.0, 193.0, 193.0, 193.0, 193.0, 193.0, 191.8]",191.8,123.03221559524536,14,640000,"{1: {1: 1, 2: 0, 3: 0}, 2: {1: 1, 2: 1, 3: 1}, 3: {1: 1, 2: 0, 3: 1}}","{1: {1: 1, 2: 0, 3: 0}, 2: {1: 0, 2: 1, 3: 1}, 3: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 1}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 1, 3: 0}}",Known optimal solution for 3-period case
3,"[-inf, 116.0, 144.64, 147.96142857142857, 154.89642857142857, 160.48404761904763, 161.1919787332409, 161.1919787332409, 161.1919787332409]","[215.0, 215.0, 215.0, 215.0, 193.5, 193.5, 193.5, 193.5, 193.5]",193.5,131.7256145477295,9,640000,"{1: {1: 1, 2: 1, 3: 0}, 2: {1: 1, 2: 1, 3: 0}, 3: {1: 1, 2: 1, 3: 0}}","{1: {1: 1, 2: 1, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 1}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}}",Master problem failed to find feasible solution
3,"[-inf, 116.0, 144.64, 151.575, 151.95, 155.00357142857143, 155.16428571428574]","[215.0, 215.0, 215.0, 215.0, 215.0, 215.0, 200.0]",200.0,57.0261754989624,7,640000,"{1: {1: 1, 2: 0, 3: 0}, 2: {1: 1, 2: 1, 3: 1}, 3: {1: 1, 2: 1, 3: 1}}","{1: {1: 1, 2: 0, 3: 0}, 2: {1: 0, 2: 1, 3: 1}, 3: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 1}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}}",Master problem failed to find feasible solution
3,"[-inf, 116.0, 140.64285714285714, 147.07142857142856, 147.07142857142856, 154.89642857142857, 155.16428571428574, 155.325]","[215.0, 215.0, 215.0, 215.0, 215.0, 215.0, 215.0, 191.8]",191.8,45.482524394989014,8,640000,"{1: {1: 1, 2: 0, 3: 0}, 2: {1: 1, 2: 1, 3: 1}, 3: {1: 1, 2: 0, 3: 1}}","{1: {1: 1, 2: 0, 3: 0}, 2: {1: 0, 2: 1, 3: 1}, 3: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 1}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 1, 3: 0}}",Known optimal solution for 3-period case
3,"[-inf, 116.0, 140.64285714285714, 151.575, 155.00357142857143, 155.27142857142857, 155.27142857142857, 160.69107142857143, 160.72017857142856, 163.3089285714286]","[215.0, 215.0, 215.0, 215.0, 215.0, 215.0, 193.5, 193.5, 193.5, 193.5]",193.5,163.6834123134613,10,640000,"{1: {1: 1, 2: 1, 3: 0}, 2: {1: 1, 2: 1, 3: 0}, 3: {1: 1, 2: 1, 3: 0}}","{1: {1: 1, 2: 1, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 1}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}}",Master problem failed to find feasible solution
3,"[-inf, 116.0, 144.64, 151.575, 154.89642857142857, 158.85860329261817, 161.42803283559914, 161.42803283559914, 161.42803283559914, 161.68606896551725, 163.30892857142857, 163.4714285714286, 163.57857142857142]","[215.0, 215.0, 215.0, 215.0, 200.55, 200.55, 193.5, 193.5, 193.5, 193.5, 193.5, 193.5, 193.5]",193.5,151.62711930274963,13,640000,"{1: {1: 1, 2: 1, 3: 0}, 2: {1: 1, 2: 1, 3: 0}, 3: {1: 1, 2: 1, 3: 0}}","{1: {1: 1, 2: 1, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 1}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}}",Master problem failed to find feasible solution
3,"[-inf, 116.0, 140.64285714285714, 151.52666666666667, 154.9552380952381, 163.24107142857144, 163.27976190476193, 163.27976190476193, 163.27976190476193, 163.27976190476193, 163.27976190476193]","[215.0, 215.0, 215.0, 215.0, 203.05, 203.05, 193.5, 193.5, 193.5, 193.5, 193.5]",193.5,128.69514441490173,11,640000,"{1: {1: 1, 2: 1, 3: 0}, 2: {1: 1, 2: 1, 3: 0}, 3: {1: 1, 2: 1, 3: 0}}","{1: {1: 1, 2: 1, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 1}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}}",Master problem failed to find feasible solution
